id,name,author,date,entry_id,lang
1BKFGOVRTOVHS9y8JbgeZsvG4wiyASiFT,MarxEngels_1851-03-06_ME081_de.txt,MarxEngels,1851-03-06,ME081,de
1WYA2jiBTUk_GwYH-JI-l9OhJEQnxi2Z3,MarxEngels_1852-01-29_ME180_de.txt,MarxEngels,1852-01-29,ME180,de
1HhnNUpdOtBtwMYQlFcQq-zuPI_0_UzEt,MarxEngels_1852-06-15_ME072_de.txt,MarxEngels,1852-06-15,ME072,de
1WsJ_GH0ZB1MpFX7h-Br-l7aKwQNHUlVf,MarxEngels_1852-10-28_ME031_de.txt,MarxEngels,1852-10-28,ME031,de
199amBvHpeU5q4wofReiaxmsKq9oTVmPb,MarxEngels_1852-11-20_ME058_de.txt,MarxEngels,1852-11-20,ME058,de
1Zsl2Tj0hExfpAYyigHSpbGAJ5DswVhrf,MarxEngels_1853-03-22_ME025_de.txt,MarxEngels,1853-03-22,ME025,de
1jLLcUE2RAaOOeJruQJggwlThWZaERHlq,MarxEngels_1853-04-29_ME145_de.txt,MarxEngels,1853-04-29,ME145,de
11mqH6A56vCp5j2sPnm2I3mBf5zLXlCKq,MarxEngels_1853-07-12_ME150_de.txt,MarxEngels,1853-07-12,ME150,de
1IIrkMCf6yVAM44xpFZtm5pMkdjQM4LA4,MarxEngels_1854-01-27_ME060_de.txt,MarxEngels,1854-01-27,ME060,de
1Rurxc4KvPNmaKnJwpY8xOfJTCjGd7uA1,MarxEngels_1854-02-13_ME192_de.txt,MarxEngels,1854-02-13,ME192,de
1RkpEj0c65uNDSFxwQSl7xy2XGdec9o23,MarxEngels_1854-06-23_ME149_de.txt,MarxEngels,1854-06-23,ME149,de
1c7kgjfEM1jfFfGpSklV-S_YPjsF2u64t,MarxEngels_1854-06-23_ME160_de.txt,MarxEngels,1854-06-23,ME160,de
1ZAsjidXyQ-GJd1THHG4BDS3oejAfZSA8,MarxEngels_1854-08-01_ME169_de.txt,MarxEngels,1854-08-01,ME169,de
1H4I_RXN5krYsualNgLMcn6Khut4WDVKc,MarxEngels_1854-10-05_ME152_de.txt,MarxEngels,1854-10-05,ME152,de
1RXHBe0MiEC7PdCOM0kHNC0Lx8jrFUfLy,MarxEngels_1854-10-06_ME151_de.txt,MarxEngels,1854-10-06,ME151,de
1unnS2IINAjBYgGJlKMZZjSutlgTxBKeq,MarxEngels_1855-01-05_ME107_de.txt,MarxEngels,1855-01-05,ME107,de
1rRyqKlx2maHo6C7V2WtGr5EvY3Lcse-V,MarxEngels_1855-01-19_ME077_de.txt,MarxEngels,1855-01-19,ME077,de
1N5enbZwXHP9XqlVOj-PUg72_KP2UOU5V,MarxEngels_1855-01-19_ME187_de.txt,MarxEngels,1855-01-19,ME187,de
1j4bpAkYneAVATG9c4H4NV4OCzavuC2TD,MarxEngels_1855-01-29_ME078_de.txt,MarxEngels,1855-01-29,ME078,de
1kDY5XilAaBiKWQKBLFjEBPwhf9gCoM_N,MarxEngels_1855-02-01_ME083_de.txt,MarxEngels,1855-02-01,ME083,de
1GQ11MxenSkjqFlvYbG8NDiNLSwPG56Pu,MarxEngels_1855-02-09_ME111_de.txt,MarxEngels,1855-02-09,ME111,de
18rmqTeKC4OLsknZhWytQJosDkXJaq4B9,MarxEngels_1855-02-20_ME112_de.txt,MarxEngels,1855-02-20,ME112,de
1uPy24NFXx01huC88BaJ1oboD7hAlIwi0,MarxEngels_1855-02-21_ME035_de.txt,MarxEngels,1855-02-21,ME035,de
1E8cWiOQq9tO1P-zu_c9A7Id08jP_agfY,MarxEngels_1855-03-17_ME043_de.txt,MarxEngels,1855-03-17,ME043,de
1DK43MVjQ1PQuh-TIr6XeVpnMY2NoHbBf,MarxEngels_1855-05-24_ME1185_de.txt,MarxEngels,1855-05-24,ME1185,de
